chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count	SAMPLE_NAME
NC001526.4	252	286	35	-	0.371429	18.457143	0.200859	0	0.206767	0	19	0.028571	19	20-210-02166-GER2110235
NC001526.4	2525	2544	20	-	0.6	91.35	0.994114	0.08706	1.0556	8	97	0	97	20-210-02166-GER2110235
NC001526.4	2707	2733	27	-	0.481481	19.111111	0.207976	0.08706	0.217649	8	20	0	20	20-210-02166-GER2110235
NC001526.4	3006	3027	22	-	0.5	29.545455	0.321528	0	0.337357	0	31	0.045455	31	20-210-02166-GER2110235
NC001526.4	3054	3079	26	-	0.5	70.730769	0.769726	0.391769	0.794421	36	73	0	73	20-210-02166-GER2110235
NC001526.4	5742	5783	42	-	0.333333	3.095238	0.033684	0	0.054412	0	5	0.047619	5	20-210-02166-GER2110235
NC001526.4	5850	5906	57	-	0.350877	224.649123	2.444738	0.032647	3.21033	3	295	0	295	20-210-02166-GER2110235
NC001526.4	7178	7203	26	-	0.5	165.076923	1.796445	0.032647	1.882668	3	173	0	180	20-210-02166-GER2110235
NC001526.4	7247	7275	29	-	0.482759	43.517241	0.473575	0.206767	0.489711	19	45	0	45	20-210-02166-GER2110235
NC001526.4	7557	7586	30	-	0.4	4.566667	0.049697	0.021765	0.054412	2	5	0	5	20-210-02166-GER2110235
NC001526.4	7614	7651	38	-	0.289474	53.710526	0.584503	0.065295	0.620301	6	57	0	57	20-210-02166-GER2110235
NC001526.4	7667	7700	34	-	0.382353	444.058824	4.832458	0	5.092998	0	468	0.029412	468	20-210-02166-GER2110235
NC001526.4	7738	7761	24	-	0.5	0.958333	0.010429	0	0.010882	0	1	0.041667	1	20-210-02166-GER2110235
NC001526.4	7778	7801	24	-	0.541667	2	0.021765	0.021765	0.021765	2	2	0	2	20-210-02166-GER2110235
NC001526.4	7838	7862	25	-	0.48	11.64	0.126672	0.054412	0.13059	5	12	0	12	20-210-02166-GER2110235
NC001357.1	161	190	30	-	0.433333	114.133333	1.242053	0.076177	1.316779	7	121	0	121	20-210-02166-GER2110235
NC001357.1	469	498	30	-	0.366667	3	0.032647	0.032647	0.032647	3	3	0	3	20-210-02166-GER2110235
NC001357.1	502	525	24	-	0.5	208.291667	2.266729	0.010882	2.437674	1	224	0	231	20-210-02166-GER2110235
NC001357.1	550	573	24	-	0.541667	56.333333	0.613046	0.152355	0.642066	14	59	0	59	20-210-02166-GER2110235
NC001357.1	585	611	27	-	0.407407	400.740741	4.36105	0.010882	4.559756	1	419	0	424	20-210-02166-GER2110235
NC001357.1	644	673	30	-	0.4	28.166667	0.306523	0.141472	0.315592	13	29	0	29	20-210-02166-GER2110235
NC001357.1	725	748	24	-	0.5	4.458333	0.048518	0	0.054412	0	5	0.041667	5	20-210-02166-GER2110235
NC001357.1	814	839	26	-	0.5	368.961538	4.015214	0.663831	4.189752	61	385	0	386	20-210-02166-GER2110235
NC001357.1	885	904	20	-	0.65	23.75	0.258459	0	0.272062	0	25	0.05	25	20-210-02166-GER2110235
NC001357.1	1075	1100	26	-	0.461538	698.423077	7.600571	0.04353	7.998618	4	735	0	743	20-210-02166-GER2110235
NC001357.1	1134	1159	26	-	0.461538	12.346154	0.134357	0.04353	0.141472	4	13	0	13	20-210-02166-GER2110235
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	20-210-02166-GER2110235
NC001357.1	6586	6623	38	-	0.342105	65.631579	0.714234	0.141472	0.761773	13	70	0	70	20-210-02166-GER2110235
NC001357.1	6654	6675	22	-	0.590909	20.909091	0.227543	0	0.239414	0	22	0.045455	22	20-210-02166-GER2110235
NC001357.1	7440	7464	25	-	0.48	5.76	0.062683	0	0.065295	0	6	0.04	6	20-210-02166-GER2110235
NC001357.1	7499	7525	27	-	0.481481	10.481481	0.114064	0.010882	0.119707	1	11	0	11	20-210-02166-GER2110235
J04353.1	6530	6563	34	-	0.382353	10.470588	0.180835	0	0.189979	0	11	0.029412	11	21-019-03709-GER2213081
J04353.1	6929	6952	24	-	0.5	3	0.051812	0.051812	0.051812	3	3	0	3	21-019-03709-GER2213081
M12732.1	6570	6602	33	-	0.393939	16.212121	0.279996	0	0.293603	0	17	0.030303	17	21-019-03709-GER2213081
M12732.1	6965	6991	27	-	0.444444	12.962963	0.223881	0.051812	0.259062	3	15	0	16	21-019-03709-GER2213081
X74477.1	6567	6603	37	-	0.324324	0	0	0	0	0	0	1	0	21-019-03709-GER2213081
X74477.1	6969	6996	28	-	0.392857	2.428571	0.041943	0	0.051812	0	3	0.178571	3	21-019-03709-GER2213081
NC001526.4	252	286	35	-	0.371429	9.228571	0.159385	0	0.172708	0	10	0.028571	10	21-019-03709-GER2213081
NC001526.4	2525	2544	20	-	0.6	31.3	0.540576	0.051812	0.569936	3	33	0	33	21-019-03709-GER2213081
NC001526.4	2707	2733	27	-	0.481481	7.703704	0.133049	0.069083	0.138166	4	8	0	8	21-019-03709-GER2213081
NC001526.4	3006	3027	22	-	0.5	1.909091	0.032972	0	0.034542	0	2	0.045455	2	21-019-03709-GER2213081
NC001526.4	3054	3079	26	-	0.5	29.461538	0.508824	0.276333	0.518124	16	30	0	30	21-019-03709-GER2213081
NC001526.4	5742	5783	42	-	0.333333	1.595238	0.027551	0	0.034542	0	2	0.02381	2	21-019-03709-GER2213081
NC001526.4	5850	5906	57	-	0.350877	148.245614	2.560319	0.069083	3.454158	4	200	0	200	21-019-03709-GER2213081
NC001526.4	7178	7203	26	-	0.5	82.307692	1.421519	0.034542	1.485288	2	86	0	87	21-019-03709-GER2213081
NC001526.4	7247	7275	29	-	0.482759	24.103448	0.416286	0.20725	0.43177	12	25	0	25	21-019-03709-GER2213081
NC001526.4	7557	7586	30	-	0.4	7.833333	0.135288	0.034542	0.155437	2	9	0	9	21-019-03709-GER2213081
NC001526.4	7614	7651	38	-	0.289474	45.342105	0.783094	0.086354	0.846269	5	49	0	49	21-019-03709-GER2213081
NC001526.4	7667	7700	34	-	0.382353	316.558824	5.467222	0.017271	5.785715	1	335	0	335	21-019-03709-GER2213081
NC001526.4	7738	7761	24	-	0.5	0.208333	0.003598	0	0.017271	0	1	0.791667	1	21-019-03709-GER2213081
NC001526.4	7778	7801	24	-	0.541667	0.958333	0.016551	0	0.017271	0	1	0.041667	1	21-019-03709-GER2213081
NC001526.4	7838	7862	25	-	0.48	10.64	0.183761	0.034542	0.189979	2	11	0	11	21-019-03709-GER2213081
NC001357.1	161	190	30	-	0.433333	63.3	1.093241	0.017271	1.157143	1	67	0	67	21-019-03709-GER2213081
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	21-019-03709-GER2213081
NC001357.1	502	525	24	-	0.5	115.666667	1.997655	0.017271	2.193391	1	127	0	128	21-019-03709-GER2213081
NC001357.1	550	573	24	-	0.541667	30.416667	0.52532	0.086354	0.552665	5	32	0	32	21-019-03709-GER2213081
NC001357.1	585	611	27	-	0.407407	228.481481	3.946056	0.034542	4.127719	2	239	0	242	21-019-03709-GER2213081
NC001357.1	644	673	30	-	0.4	31.966667	0.55209	0.22452	0.569936	13	33	0	33	21-019-03709-GER2213081
NC001357.1	725	748	24	-	0.5	5.666667	0.097868	0	0.103625	0	6	0.041667	6	21-019-03709-GER2213081
NC001357.1	814	839	26	-	0.5	251.653846	4.346261	1.157143	4.507677	67	261	0	261	21-019-03709-GER2213081
NC001357.1	885	904	20	-	0.65	12.35	0.213294	0	0.22452	0	13	0.05	13	21-019-03709-GER2213081
NC001357.1	1075	1100	26	-	0.461538	480.423077	8.297287	0.051812	8.72175	3	505	0	510	21-019-03709-GER2213081
NC001357.1	1134	1159	26	-	0.461538	6.807692	0.117574	0.069083	0.120896	4	7	0	7	21-019-03709-GER2213081
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	21-019-03709-GER2213081
NC001357.1	6586	6623	38	-	0.342105	39.473684	0.681742	0.069083	0.742644	4	43	0	45	21-019-03709-GER2213081
NC001357.1	6654	6675	22	-	0.590909	3.818182	0.065943	0	0.069083	0	4	0.045455	4	21-019-03709-GER2213081
NC001357.1	7440	7464	25	-	0.48	0.96	0.01658	0	0.017271	0	1	0.04	1	21-019-03709-GER2213081
NC001357.1	7499	7525	27	-	0.481481	3.592593	0.062047	0.017271	0.069083	1	4	0	4	21-019-03709-GER2213081
J04353.1	6530	6563	34	-	0.382353	20.147059	0.037032	0	0.0386	0	21	0.029412	21	20-107-01395-GER2106910
J04353.1	6929	6952	24	-	0.5	4.833333	0.008884	0.001838	0.009191	1	5	0	5	20-107-01395-GER2106910
M12732.1	6570	6602	33	-	0.393939	24.060606	0.044226	0.003676	0.045953	2	25	0	26	20-107-01395-GER2106910
M12732.1	6965	6991	27	-	0.444444	9.851852	0.018109	0.005514	0.020219	3	11	0	11	20-107-01395-GER2106910
X74477.1	6567	6603	37	-	0.324324	40.810811	0.075015	0	0.0772	0	42	0.027027	42	20-107-01395-GER2106910
X74477.1	6969	6996	28	-	0.392857	0.821429	0.00151	0	0.001838	0	1	0.178571	1	20-107-01395-GER2106910
NC001526.4	252	286	35	-	0.371429	762.714286	1.401949	0.139696	1.463132	76	796	0	912	20-107-01395-GER2106910
NC001526.4	2525	2544	20	-	0.6	596	1.095511	0.130505	1.185578	71	645	0	734	20-107-01395-GER2106910
NC001526.4	2707	2733	27	-	0.481481	576.074074	1.058885	0.838176	1.22234	456	665	0	675	20-107-01395-GER2106910
NC001526.4	3006	3027	22	-	0.5	987.090909	1.814377	0.856557	1.999858	466	1088	0	1165	20-107-01395-GER2106910
NC001526.4	3054	3079	26	-	0.5	961.230769	1.766843	1.351007	2.062354	735	1122	0	1138	20-107-01395-GER2106910
NC001526.4	5742	5783	42	-	0.333333	1319.97619	2.426255	0.286744	2.885825	156	1570	0	1761	20-107-01395-GER2106910
NC001526.4	5850	5906	57	-	0.350877	886.333333	1.629174	0.889643	2.463061	484	1340	0	1615	20-107-01395-GER2106910
NC001526.4	7178	7203	26	-	0.5	1755.692308	3.227147	1.744362	3.439094	949	1871	0	2172	20-107-01395-GER2106910
NC001526.4	7247	7275	29	-	0.482759	1379.586207	2.535824	2.187345	2.817815	1190	1533	0	1611	20-107-01395-GER2106910
NC001526.4	7557	7586	30	-	0.4	1136.2	2.088455	0.641499	2.369317	349	1289	0	1365	20-107-01395-GER2106910
NC001526.4	7614	7651	38	-	0.289474	1047	1.924496	1.562389	2.168964	850	1180	0	1393	20-107-01395-GER2106910
NC001526.4	7667	7700	34	-	0.382353	1923.029412	3.53473	0.845528	3.718486	460	2023	0	2423	20-107-01395-GER2106910
NC001526.4	7738	7761	24	-	0.5	2340.75	4.302544	3.150512	4.41329	1714	2401	0	2621	20-107-01395-GER2106910
NC001526.4	7778	7801	24	-	0.541667	1907.208333	3.505649	2.713043	4.148603	1476	2257	0	2470	20-107-01395-GER2106910
NC001526.4	7838	7862	25	-	0.48	824.92	1.51629	1.26094	1.683704	686	916	0	927	20-107-01395-GER2106910
NC001357.1	161	190	30	-	0.433333	25.2	0.04632	0.001838	0.049629	1	27	0	27	20-107-01395-GER2106910
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	20-107-01395-GER2106910
NC001357.1	502	525	24	-	0.5	98.5	0.181053	0	0.198515	0	108	0.041667	112	20-107-01395-GER2106910
NC001357.1	550	573	24	-	0.541667	16.041667	0.029486	0.005514	0.031248	3	17	0	17	20-107-01395-GER2106910
NC001357.1	585	611	27	-	0.407407	147.925926	0.271903	0.003676	0.284906	2	155	0	157	20-107-01395-GER2106910
NC001357.1	644	673	30	-	0.4	20.166667	0.037068	0.012867	0.0386	7	21	0	21	20-107-01395-GER2106910
NC001357.1	725	748	24	-	0.5	7.416667	0.013633	0	0.014705	0	8	0.041667	8	20-107-01395-GER2106910
NC001357.1	814	839	26	-	0.5	124.038462	0.227996	0.040438	0.238954	22	130	0	130	20-107-01395-GER2106910
NC001357.1	885	904	20	-	0.65	3.8	0.006985	0	0.007352	0	4	0.05	4	20-107-01395-GER2106910
NC001357.1	1075	1100	26	-	0.461538	298.230769	0.548179	0.003676	0.577165	2	314	0	321	20-107-01395-GER2106910
NC001357.1	1134	1159	26	-	0.461538	8.653846	0.015907	0.007352	0.016543	4	9	0	9	20-107-01395-GER2106910
NC001357.1	6142	6163	22	-	0.590909	0.954545	0.001755	0	0.001838	0	1	0.045455	1	20-107-01395-GER2106910
NC001357.1	6586	6623	38	-	0.342105	22.342105	0.041067	0	0.044115	0	24	0.026316	24	20-107-01395-GER2106910
NC001357.1	6654	6675	22	-	0.590909	2.909091	0.005347	0.001838	0.005514	1	3	0	3	20-107-01395-GER2106910
NC001357.1	7440	7464	25	-	0.48	1.92	0.003529	0	0.003676	0	2	0.04	3	20-107-01395-GER2106910
NC001357.1	7499	7525	27	-	0.481481	1.962963	0.003608	0.001838	0.003676	1	2	0	2	20-107-01395-GER2106910
J04353.1	6530	6563	34	-	0.382353	28.970588	0.081535	0	0.084433	0	30	0.029412	30	20-358-02456-GER2110230
J04353.1	6929	6952	24	-	0.5	7.708333	0.021694	0.014072	0.022515	5	8	0	8	20-358-02456-GER2110230
M12732.1	6570	6602	33	-	0.393939	18.424242	0.051854	0	0.053474	0	19	0.030303	19	20-358-02456-GER2110230
M12732.1	6965	6991	27	-	0.444444	25.518519	0.07182	0.042216	0.075989	15	27	0	28	20-358-02456-GER2110230
X74477.1	6567	6603	37	-	0.324324	3462.027027	9.743591	0.182937	10.10376	65	3590	0	3824	20-358-02456-GER2110230
X74477.1	6969	6996	28	-	0.392857	4221.357143	11.880663	10.551253	12.591706	3749	4474	0	4476	20-358-02456-GER2110230
NC001526.4	252	286	35	-	0.371429	21.942857	0.061756	0.002814	0.064732	1	23	0	25	20-358-02456-GER2110230
NC001526.4	2525	2544	20	-	0.6	110.9	0.312119	0.016887	0.329287	6	117	0	117	20-358-02456-GER2110230
NC001526.4	2707	2733	27	-	0.481481	23.518519	0.066191	0.039402	0.067546	14	24	0	24	20-358-02456-GER2110230
NC001526.4	3006	3027	22	-	0.5	13.590909	0.03825	0.016887	0.039402	6	14	0	15	20-358-02456-GER2110230
NC001526.4	3054	3079	26	-	0.5	78.461538	0.220824	0.143535	0.230782	51	82	0	82	20-358-02456-GER2110230
NC001526.4	5742	5783	42	-	0.333333	132.095238	0.371771	0.008443	0.441864	3	157	0	160	20-358-02456-GER2110230
NC001526.4	5850	5906	57	-	0.350877	224.982456	0.633195	0.05066	0.849954	18	302	0	308	20-358-02456-GER2110230
NC001526.4	7178	7203	26	-	0.5	180.961538	0.509301	0.036587	0.531925	13	189	0	192	20-358-02456-GER2110230
NC001526.4	7247	7275	29	-	0.482759	87.758621	0.246989	0.166051	0.256112	59	91	0	91	20-358-02456-GER2110230
NC001526.4	7557	7586	30	-	0.4	14.566667	0.040997	0.014072	0.047845	5	17	0	18	20-358-02456-GER2110230
NC001526.4	7614	7651	38	-	0.289474	70.447368	0.198268	0.059103	0.208267	21	74	0	74	20-358-02456-GER2110230
NC001526.4	7667	7700	34	-	0.382353	376.441176	1.059463	0.008443	1.111695	3	395	0	396	20-358-02456-GER2110230
NC001526.4	7738	7761	24	-	0.5	20.416667	0.057461	0.042216	0.061917	15	22	0	24	20-358-02456-GER2110230
NC001526.4	7778	7801	24	-	0.541667	17.5	0.049252	0.045031	0.056288	16	20	0	24	20-358-02456-GER2110230
NC001526.4	7838	7862	25	-	0.48	29.36	0.082631	0.039402	0.084433	14	30	0	30	20-358-02456-GER2110230
NC001357.1	161	190	30	-	0.433333	102.333333	0.288009	0.005629	0.303957	2	108	0	110	20-358-02456-GER2110230
NC001357.1	469	498	30	-	0.366667	2.966667	0.008349	0.005629	0.008443	2	3	0	3	20-358-02456-GER2110230
NC001357.1	502	525	24	-	0.5	293.75	0.826735	0	0.89217	0	317	0.041667	323	20-358-02456-GER2110230
NC001357.1	550	573	24	-	0.541667	86.625	0.243799	0.045031	0.253298	16	90	0	90	20-358-02456-GER2110230
NC001357.1	585	611	27	-	0.407407	566.296296	1.593794	0.008443	1.663321	3	591	0	597	20-358-02456-GER2110230
NC001357.1	644	673	30	-	0.4	46.7	0.131433	0.047845	0.135092	17	48	0	48	20-358-02456-GER2110230
NC001357.1	725	748	24	-	0.5	10.458333	0.029434	0	0.030959	0	11	0.041667	11	20-358-02456-GER2110230
NC001357.1	814	839	26	-	0.5	879.076923	2.47409	0.427792	2.563935	152	911	0	912	20-358-02456-GER2110230
NC001357.1	885	904	20	-	0.65	28.4	0.079929	0.002814	0.084433	1	30	0	30	20-358-02456-GER2110230
NC001357.1	1075	1100	26	-	0.461538	937.576923	2.638733	0.002814	2.766573	1	983	0	1001	20-358-02456-GER2110230
NC001357.1	1134	1159	26	-	0.461538	11.807692	0.033232	0.022515	0.033773	8	12	0	12	20-358-02456-GER2110230
NC001357.1	6142	6163	22	-	0.590909	0.954545	0.002686	0	0.002814	0	1	0.045455	1	20-358-02456-GER2110230
NC001357.1	6586	6623	38	-	0.342105	56.921053	0.1602	0.008443	0.168865	3	60	0	60	20-358-02456-GER2110230
NC001357.1	6654	6675	22	-	0.590909	0.954545	0.002686	0	0.002814	0	1	0.045455	1	20-358-02456-GER2110230
NC001357.1	7440	7464	25	-	0.48	1.92	0.005404	0	0.005629	0	2	0.04	2	20-358-02456-GER2110230
NC001357.1	7499	7525	27	-	0.481481	7.703704	0.021681	0.002814	0.022515	1	8	0	8	20-358-02456-GER2110230
J04353.1	6530	6563	34	-	0.382353	16.264706	0.319529	0	0.333974	0	17	0.029412	17	19-340-01676-GER2110353
J04353.1	6929	6952	24	-	0.5	4.625	0.090861	0.058937	0.098228	3	5	0	6	19-340-01676-GER2110353
M12732.1	6570	6602	33	-	0.393939	8.727273	0.171452	0	0.17681	0	9	0.030303	10	19-340-01676-GER2110353
M12732.1	6965	6991	27	-	0.444444	9.074074	0.178265	0.039291	0.196455	2	10	0	10	19-340-01676-GER2110353
X74477.1	6567	6603	37	-	0.324324	1.945946	0.038229	0	0.039291	0	2	0.027027	2	19-340-01676-GER2110353
X74477.1	6969	6996	28	-	0.392857	1	0.019646	0.019646	0.019646	1	1	0	1	19-340-01676-GER2110353
NC001526.4	252	286	35	-	0.371429	23.371429	0.459144	0	0.491138	0	25	0.028571	25	19-340-01676-GER2110353
NC001526.4	2525	2544	20	-	0.6	32.25	0.633568	0	0.667948	0	34	0.05	34	19-340-01676-GER2110353
NC001526.4	2707	2733	27	-	0.481481	10.518519	0.206642	0.058937	0.216101	3	11	0	11	19-340-01676-GER2110353
NC001526.4	3006	3027	22	-	0.5	0.954545	0.018753	0	0.019646	0	1	0.045455	1	19-340-01676-GER2110353
NC001526.4	3054	3079	26	-	0.5	44.076923	0.865915	0.530429	0.884049	27	45	0	45	19-340-01676-GER2110353
NC001526.4	5742	5783	42	-	0.333333	4.333333	0.085131	0	0.117873	0	6	0.238095	6	19-340-01676-GER2110353
NC001526.4	5850	5906	57	-	0.350877	168.614035	3.312512	0.019646	4.636345	1	236	0	236	19-340-01676-GER2110353
NC001526.4	7178	7203	26	-	0.5	110.384615	2.168564	0	2.259236	0	115	0.038462	117	19-340-01676-GER2110353
NC001526.4	7247	7275	29	-	0.482759	16.862069	0.331264	0.137519	0.35362	7	18	0	18	19-340-01676-GER2110353
NC001526.4	7557	7586	30	-	0.4	7.266667	0.142758	0	0.157164	0	8	0.033333	9	19-340-01676-GER2110353
NC001526.4	7614	7651	38	-	0.289474	54.447368	1.069647	0.17681	1.139441	9	58	0	58	19-340-01676-GER2110353
NC001526.4	7667	7700	34	-	0.382353	320.764706	6.3015930000000004	0	6.699126	0	341	0.029412	341	19-340-01676-GER2110353
NC001526.4	7738	7761	24	-	0.5	0	0	0	0	0	0	1	0	19-340-01676-GER2110353
NC001526.4	7778	7801	24	-	0.541667	3.875	0.076126	0.019646	0.078582	1	4	0	4	19-340-01676-GER2110353
NC001526.4	7838	7862	25	-	0.48	5.8	0.113944	0.019646	0.117873	1	6	0	6	19-340-01676-GER2110353
NC001357.1	161	190	30	-	0.433333	42.733333	0.839519	0.058937	0.884049	3	45	0	45	19-340-01676-GER2110353
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	19-340-01676-GER2110353
NC001357.1	502	525	24	-	0.5	90.291667	1.773828	0	1.925262	0	98	0.041667	103	19-340-01676-GER2110353
NC001357.1	550	573	24	-	0.541667	30.041667	0.590184	0.058937	0.628657	3	32	0	32	19-340-01676-GER2110353
NC001357.1	585	611	27	-	0.407407	171.296296	3.365207	0.058937	3.51655	3	179	0	184	19-340-01676-GER2110353
NC001357.1	644	673	30	-	0.4	15.533333	0.305161	0.098228	0.314328	5	16	0	16	19-340-01676-GER2110353
NC001357.1	725	748	24	-	0.5	1.833333	0.036017	0	0.039291	0	2	0.041667	2	19-340-01676-GER2110353
NC001357.1	814	839	26	-	0.5	148.038462	2.908294	0.648303	3.045057	33	155	0	155	19-340-01676-GER2110353
NC001357.1	885	904	20	-	0.65	9.5	0.186633	0	0.196455	0	10	0.05	10	19-340-01676-GER2110353
NC001357.1	1075	1100	26	-	0.461538	298.653846	5.867213	0.058937	6.188342	3	315	0	321	19-340-01676-GER2110353
NC001357.1	1134	1159	26	-	0.461538	3.769231	0.074049	0.039291	0.078582	2	4	0	4	19-340-01676-GER2110353
NC001357.1	6142	6163	22	-	0.590909	0.954545	0.018753	0	0.019646	0	1	0.045455	1	19-340-01676-GER2110353
NC001357.1	6586	6623	38	-	0.342105	47.789474	0.93885	0.039291	1.001922	2	51	0	52	19-340-01676-GER2110353
NC001357.1	6654	6675	22	-	0.590909	5.772727	0.113408	0.019646	0.117873	1	6	0	6	19-340-01676-GER2110353
NC001357.1	7440	7464	25	-	0.48	1.72	0.03379	0	0.039291	0	2	0.04	2	19-340-01676-GER2110353
NC001357.1	7499	7525	27	-	0.481481	3.740741	0.073489	0.019646	0.078582	1	4	0	4	19-340-01676-GER2110353
J04353.1	6530	6563	34	-	0.382353	11.529412	0.002179	0	0.002268	0	12	0.029412	12	18-289-01058-GER2106729
J04353.1	6929	6952	24	-	0.5	360.416667	0.068121	0.06672	0.068232	353	361	0	362	18-289-01058-GER2106729
M12732.1	6570	6602	33	-	0.393939	10.666667	0.002016	0	0.002079	0	11	0.030303	11	18-289-01058-GER2106729
M12732.1	6965	6991	27	-	0.444444	17.925926	0.003388	0.001134	0.00378	6	20	0	21	18-289-01058-GER2106729
X74477.1	6567	6603	37	-	0.324324	145.810811	0.027559	0	0.028351	0	150	0.027027	154	18-289-01058-GER2106729
X74477.1	6969	6996	28	-	0.392857	118.642857	0.022424	0.021925	0.022492	116	119	0	119	18-289-01058-GER2106729
NC001526.4	252	286	35	-	0.371429	5794.714286	1.095245	0.017578	1.135368	93	6007	0	7400	18-289-01058-GER2106729
NC001526.4	2525	2544	20	-	0.6	7989.4	1.510057	0.131927	1.606942	698	8502	0	9892	18-289-01058-GER2106729
NC001526.4	2707	2733	27	-	0.481481	7874.518519	1.488343	1.364067	1.640775	7217	8681	0	8793	18-289-01058-GER2106729
NC001526.4	3006	3027	22	-	0.5	10610.227273	2.005413	0.908748	2.186439	4808	11568	0	12045	18-289-01058-GER2106729
NC001526.4	3054	3079	26	-	0.5	10734.230769	2.028851	1.730931	2.217059	9158	11730	0	11941	18-289-01058-GER2106729
NC001526.4	5742	5783	42	-	0.333333	17781.97619	3.360928	0.484426	3.962921	2563	20967	0	24352	18-289-01058-GER2106729
NC001526.4	5850	5906	57	-	0.350877	12341.894737	2.332711	1.182242	3.764463	6255	19917	0	21635	18-289-01058-GER2106729
NC001526.4	7178	7203	26	-	0.5	14105.269231	2.666002	1.642665	2.825096	8691	14947	0	17398	18-289-01058-GER2106729
NC001526.4	7247	7275	29	-	0.482759	12233.517241	2.312227	2.133328	2.4777	11287	13109	0	13933	18-289-01058-GER2106729
NC001526.4	7557	7586	30	-	0.4	10288.666667	1.944636	0.744501	2.125957	3939	11248	0	12532	18-289-01058-GER2106729
NC001526.4	7614	7651	38	-	0.289474	10457.605263	1.976566	1.802943	2.113293	9539	11181	0	13884	18-289-01058-GER2106729
NC001526.4	7667	7700	34	-	0.382353	14414.911765	2.724527	1.011379	2.810164	5351	14868	0	17426	18-289-01058-GER2106729
NC001526.4	7738	7761	24	-	0.5	18410.458333	3.479716	2.56918	3.60135	13593	19054	0	21084	18-289-01058-GER2106729
NC001526.4	7778	7801	24	-	0.541667	17261.458333	3.262546	3.061544	3.577535	16198	18928	0	20816	18-289-01058-GER2106729
NC001526.4	7838	7862	25	-	0.48	8983.76	1.697998	1.550996	1.867206	8206	9879	0	10021	18-289-01058-GER2106729
NC001357.1	161	190	30	-	0.433333	139.5	0.026367	9.45e-4	0.027595	5	146	0	146	18-289-01058-GER2106729
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	18-289-01058-GER2106729
NC001357.1	502	525	24	-	0.5	156.833333	0.029643	0	0.031753	0	168	0.041667	174	18-289-01058-GER2106729
NC001357.1	550	573	24	-	0.541667	72.541667	0.013711	0.004347	0.014176	23	75	0	75	18-289-01058-GER2106729
NC001357.1	585	611	27	-	0.407407	478.925926	0.090521	5.67e-4	0.094504	3	500	0	506	18-289-01058-GER2106729
NC001357.1	644	673	30	-	0.4	51.366667	0.009709	0.002835	0.010017	15	53	0	53	18-289-01058-GER2106729
NC001357.1	725	748	24	-	0.5	4.625	8.74e-4	0	9.45e-4	0	5	0.041667	5	18-289-01058-GER2106729
NC001357.1	814	839	26	-	0.5	727.692308	0.137539	0.025138	0.142701	133	755	0	755	18-289-01058-GER2106729
NC001357.1	885	904	20	-	0.65	16.95	0.003204	1.89e-4	0.003402	1	18	0	18	18-289-01058-GER2106729
NC001357.1	1075	1100	26	-	0.461538	906.730769	0.171379	0	0.179557	0	950	0.038462	968	18-289-01058-GER2106729
NC001357.1	1134	1159	26	-	0.461538	7.846154	0.001483	7.56e-4	0.001512	4	8	0	8	18-289-01058-GER2106729
NC001357.1	6142	6163	22	-	0.590909	0.954545	1.8e-4	0	1.89e-4	0	1	0.045455	1	18-289-01058-GER2106729
NC001357.1	6586	6623	38	-	0.342105	35.684211	0.006745	0	0.007182	0	38	0.026316	38	18-289-01058-GER2106729
NC001357.1	6654	6675	22	-	0.590909	3.909091	7.39e-4	3.78e-4	7.56e-4	2	4	0	4	18-289-01058-GER2106729
NC001357.1	7440	7464	25	-	0.48	2.76	5.22e-4	0	5.67e-4	0	3	0.04	3	18-289-01058-GER2106729
NC001357.1	7499	7525	27	-	0.481481	8.518519	0.00161	7.56e-4	0.001701	4	9	0	9	18-289-01058-GER2106729
J04353.1	6530	6563	34	-	0.382353	26.029412	0.024425	0	0.025336	0	27	0.029412	27	18-330-01741-GER2106698
J04353.1	6929	6952	24	-	0.5	6.875	0.006451	0.003754	0.006569	4	7	0	7	18-330-01741-GER2106698
M12732.1	6570	6602	33	-	0.393939	19.363636	0.01817	0	0.018768	0	20	0.030303	20	18-330-01741-GER2106698
